time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1950-01-01,-1.9,-3.1,-0.4,0.0,0.0,46.0,6.8,,1041.5,408.0
1950-01-02,0.9,-5.0,2.8,0.8,0.0,242.0,6.7,,1029.7,6.0
1950-01-03,4.8,2.8,6.2,0.1,0.0,266.0,8.6,,1021.3,0.0
1950-01-04,4.0,3.4,5.1,3.9,0.0,266.0,9.3,,1019.8,0.0
1950-01-05,4.8,1.6,6.7,1.0,0.0,252.0,4.6,,1018.0,0.0
1950-01-06,5.5,3.7,8.0,0.0,0.0,241.0,9.9,,1020.3,360.0
1950-01-07,4.7,2.0,6.5,0.0,0.0,333.0,2.4,,1027.9,6.0
1950-01-08,1.5,-1.1,6.4,0.0,0.0,355.0,0.9,,1031.3,318.0
1950-01-09,-0.8,-1.8,0.4,0.0,0.0,345.0,1.2,,1028.8,0.0
1950-01-10,1.6,-2.8,3.2,0.3,0.0,351.0,1.7,,1036.4,0.0
1950-01-11,8.6,3.0,10.2,0.1,0.0,290.0,4.6,,1038.9,0.0
1950-01-12,7.5,5.6,10.8,0.0,0.0,307.0,6.3,,1040.8,222.0
1950-01-13,0.4,-1.2,5.6,0.0,0.0,2.0,2.3,,1040.2,0.0
1950-01-14,3.0,-0.4,4.5,0.3,0.0,244.0,3.0,,1037.8,0.0
1950-01-15,5.7,4.3,7.5,0.0,0.0,233.0,9.5,,1033.8,12.0
1950-01-16,4.6,3.2,5.9,8.2,0.0,240.0,7.8,,1020.4,0.0
1950-01-17,2.4,-0.6,5.1,0.0,0.0,333.0,4.0,,1023.8,180.0
1950-01-18,0.4,-1.8,3.2,0.0,0.0,14.0,13.3,,1035.2,30.0
1950-01-19,-5.9,-7.1,-1.6,0.0,0.0,27.0,17.8,,1037.7,258.0
1950-01-20,-4.0,-8.0,-1.9,0.0,0.0,42.0,12.5,,1035.5,282.0
1950-01-21,-4.8,-7.8,0.8,0.0,0.0,26.0,4.2,,1037.8,450.0
1950-01-22,-2.0,-8.4,-0.1,0.0,0.0,47.0,8.1,,1037.9,0.0
1950-01-23,-3.4,-4.8,0.1,0.0,0.0,38.0,18.1,,1036.3,468.0
1950-01-24,-4.3,-6.8,-1.5,0.0,0.0,48.0,16.2,,1031.0,486.0
1950-01-25,-4.0,-6.8,0.3,0.0,0.0,59.0,9.4,,1030.2,408.0
1950-01-26,-1.8,-8.2,1.6,0.0,0.0,1.0,1.3,,1034.1,162.0
1950-01-27,-0.8,-2.3,1.4,0.0,0.0,49.0,8.3,,1032.7,174.0
1950-01-28,-3.0,-4.3,-0.2,0.0,0.0,33.0,17.8,,1030.0,282.0
1950-01-29,-5.4,-7.6,-2.3,0.0,0.0,42.0,14.3,,1030.4,414.0
1950-01-30,-4.8,-12.0,-1.6,2.1,0.0,99.0,5.9,,1031.0,288.0
1950-01-31,-3.4,-4.4,-0.3,2.5,20.0,53.0,4.5,,1027.2,0.0
1950-02-01,0.6,-6.4,5.0,0.9,10.0,26.0,1.9,,1025.8,186.0
1950-02-02,1.4,-2.0,3.0,0.0,10.0,57.0,5.6,,1028.1,0.0
1950-02-03,1.2,-0.8,2.2,4.0,0.0,57.0,7.0,,1026.4,12.0
1950-02-04,2.6,0.5,3.7,1.3,0.0,18.0,2.0,,1022.7,0.0
1950-02-05,4.8,0.4,8.8,2.5,0.0,130.0,7.1,,1017.2,186.0
1950-02-06,6.4,3.6,10.1,0.1,0.0,184.0,12.4,,1009.3,192.0
1950-02-07,4.0,2.1,6.6,0.0,0.0,270.0,8.7,,1025.3,36.0
1950-02-08,3.3,1.3,4.2,8.3,0.0,175.0,7.5,,1017.4,0.0
1950-02-09,1.6,0.4,4.3,11.6,0.0,213.0,10.4,,1020.7,138.0
1950-02-10,11.1,0.2,12.2,5.1,0.0,253.0,13.2,,1010.9,0.0
1950-02-11,6.8,5.8,12.0,1.6,0.0,241.0,20.7,,1008.1,330.0
1950-02-12,5.4,3.0,7.6,3.3,0.0,232.0,17.4,,1012.3,138.0
1950-02-13,7.4,5.0,9.2,0.9,0.0,208.0,15.2,,1005.9,0.0
1950-02-14,4.0,2.2,6.7,0.4,0.0,244.0,12.0,,1018.0,252.0
1950-02-15,6.1,0.6,8.4,1.6,0.0,218.0,11.9,,1030.6,0.0
1950-02-16,9.2,7.5,10.8,0.0,0.0,231.0,8.8,,1040.1,0.0
1950-02-17,4.8,0.0,11.8,0.0,0.0,30.0,4.7,,1041.2,432.0
1950-02-18,3.2,-0.5,11.4,0.0,0.0,352.0,1.7,,1036.1,276.0
1950-02-19,4.8,-0.9,10.2,0.0,0.0,358.0,2.0,,1030.1,192.0
1950-02-20,7.8,1.4,11.0,6.1,0.0,277.0,11.2,,1014.8,42.0
1950-02-21,5.6,3.4,9.4,1.0,0.0,284.0,18.1,,1019.4,0.0
1950-02-22,2.6,0.4,6.4,0.0,0.0,332.0,4.7,,1034.9,216.0
1950-02-23,2.6,-3.1,6.4,1.0,0.0,32.0,2.3,,1024.4,300.0
1950-02-24,9.0,2.0,10.8,0.5,0.0,251.0,8.8,,1015.1,18.0
1950-02-25,7.3,5.6,9.1,4.4,0.0,162.0,5.1,,1004.2,0.0
1950-02-26,0.9,-0.3,7.2,1.2,0.0,357.0,18.9,,1003.6,0.0
1950-02-27,-0.4,-1.2,2.4,0.0,0.0,357.0,9.1,,1024.2,264.0
1950-02-28,-0.1,-4.4,3.3,0.0,0.0,32.0,5.6,,1027.3,306.0
1950-03-01,-0.5,-4.2,3.6,0.0,0.0,24.0,4.1,,1031.6,390.0
1950-03-02,-1.0,-5.8,3.3,0.0,0.0,41.0,8.0,,1038.0,582.0
1950-03-03,1.4,-3.0,5.8,0.0,0.0,33.0,5.0,,1037.6,510.0
1950-03-04,2.8,-0.9,5.0,0.0,0.0,1.0,3.0,,1038.1,0.0
1950-03-05,3.4,-0.5,5.0,0.0,0.0,11.0,2.0,,1042.8,0.0
1950-03-06,6.9,3.7,11.0,0.0,0.0,323.0,6.1,,1045.3,84.0
1950-03-07,3.8,-1.8,12.5,0.0,0.0,336.0,3.0,,1042.6,246.0
1950-03-08,6.1,-0.4,10.0,0.0,0.0,330.0,3.0,,1034.1,222.0
1950-03-09,8.2,5.0,12.4,0.6,0.0,358.0,3.8,,1027.0,222.0
1950-03-10,6.9,6.4,8.5,0.0,0.0,302.0,13.2,,1023.2,114.0
1950-03-11,4.2,0.5,7.0,0.0,0.0,278.0,15.3,,1024.9,324.0
1950-03-12,5.9,3.6,8.5,1.2,0.0,275.0,19.5,,1019.0,420.0
1950-03-13,4.3,-0.2,7.9,0.0,0.0,280.0,8.8,,1022.6,426.0
1950-03-14,4.3,1.0,7.3,0.4,0.0,345.0,4.5,,1025.7,42.0
1950-03-15,6.0,2.5,11.7,0.1,0.0,55.0,5.0,,1026.6,198.0
1950-03-16,9.4,0.4,17.1,0.0,0.0,125.0,9.5,,1024.9,456.0
1950-03-17,11.0,3.2,17.0,0.5,0.0,229.0,8.6,,1025.6,222.0
1950-03-18,11.0,5.2,16.0,0.0,0.0,150.0,10.3,,1028.8,444.0
1950-03-19,9.8,2.2,15.7,0.0,0.0,209.0,8.5,,1024.1,396.0
1950-03-20,9.9,2.5,16.4,0.4,0.0,289.0,4.2,,1025.7,486.0
1950-03-21,8.4,6.4,11.4,1.2,0.0,134.0,5.5,,1022.9,0.0
1950-03-22,8.8,2.4,15.4,0.0,0.0,305.0,3.2,,1031.2,330.0
1950-03-23,9.8,1.0,16.4,0.0,0.0,287.0,3.3,,1035.4,240.0
1950-03-24,11.2,6.9,17.1,0.5,0.0,338.0,5.5,,1034.1,156.0
1950-03-25,8.2,6.3,10.8,0.0,0.0,7.0,10.6,,1033.9,18.0
1950-03-26,9.2,6.0,13.6,0.0,0.0,51.0,14.4,,1030.2,318.0
1950-03-27,9.7,3.1,15.1,0.0,0.0,40.0,9.8,,1030.9,660.0
1950-03-28,7.9,0.2,15.1,0.0,0.0,26.0,7.9,,1028.0,630.0
1950-03-29,5.7,-0.2,9.8,0.0,0.0,350.0,10.4,,1021.3,546.0
1950-03-30,5.8,-0.2,9.2,0.0,0.0,2.0,8.9,,1023.5,210.0
1950-03-31,4.9,-0.4,9.9,0.0,0.0,353.0,6.2,,1027.0,624.0
1950-04-01,7.2,0.0,10.2,0.0,0.0,280.0,8.0,,1022.2,18.0
1950-04-02,7.0,5.8,10.4,9.6,0.0,212.0,12.2,,1002.6,60.0
1950-04-03,6.9,3.6,10.4,0.9,0.0,253.0,10.3,,1005.8,276.0
1950-04-04,6.4,4.6,9.9,0.2,0.0,276.0,8.3,,1016.3,408.0
1950-04-05,7.6,4.9,11.5,0.0,0.0,248.0,8.8,,1019.9,192.0
1950-04-06,6.6,4.2,12.0,0.0,0.0,317.0,4.0,,1027.2,216.0
1950-04-07,9.2,-0.4,15.2,0.0,0.0,58.0,5.2,,1030.3,618.0
1950-04-08,14.9,1.3,22.6,0.0,0.0,210.0,6.1,,1024.1,330.0
1950-04-09,9.1,7.2,16.8,2.1,0.0,231.0,14.4,,1017.9,168.0
1950-04-10,7.6,3.6,9.7,5.0,0.0,225.0,14.8,,1015.2,84.0
1950-04-11,7.6,5.0,11.6,0.0,0.0,261.0,14.7,,1011.2,486.0
1950-04-12,6.5,2.2,12.0,9.1,0.0,241.0,6.0,,1011.7,114.0
1950-04-13,5.2,3.2,10.9,0.1,0.0,301.0,8.9,,1012.7,366.0
1950-04-14,8.3,0.6,12.3,0.0,0.0,40.0,4.5,,1016.5,372.0
1950-04-15,5.8,4.8,9.4,0.6,0.0,356.0,14.4,,1017.2,0.0
1950-04-16,6.8,3.4,9.7,0.2,0.0,316.0,9.3,,1022.3,258.0
1950-04-17,8.4,0.0,14.0,0.0,0.0,193.0,4.8,,1021.8,588.0
1950-04-18,10.0,0.6,14.5,0.6,0.0,53.0,6.8,,1009.0,138.0
1950-04-19,12.4,5.3,17.7,0.0,0.0,352.0,5.8,,1014.4,522.0
1950-04-20,12.2,11.0,14.2,0.1,0.0,15.0,20.2,,1018.5,90.0
1950-04-21,14.6,6.3,18.8,4.5,0.0,27.0,11.3,,1021.5,420.0
1950-04-22,11.8,9.6,16.2,0.0,0.0,3.0,11.9,,1020.1,228.0
1950-04-23,9.0,8.3,11.0,0.1,0.0,338.0,11.0,,1018.9,12.0
1950-04-24,6.2,5.0,9.0,6.8,0.0,231.0,7.6,,1006.8,12.0
1950-04-25,5.5,2.6,8.3,0.0,0.0,228.0,14.9,,1013.1,636.0
1950-04-26,4.9,2.4,10.7,5.6,0.0,174.0,18.2,,1011.8,276.0
1950-04-27,5.4,3.2,9.1,0.2,0.0,237.0,14.2,,1018.8,96.0
1950-04-28,7.4,1.1,10.3,3.4,0.0,238.0,11.4,,1025.0,132.0
1950-04-29,9.8,7.7,12.1,4.6,0.0,271.0,7.0,,1029.7,0.0
1950-04-30,12.6,8.3,17.9,0.0,0.0,2.0,0.5,,1033.2,354.0
1950-05-01,15.4,4.9,23.6,0.0,0.0,0.0,0.9,,1029.9,792.0
1950-05-02,17.2,8.2,23.6,0.3,0.0,316.0,6.5,,1025.8,612.0
1950-05-03,12.6,10.4,16.4,0.0,0.0,2.0,5.7,,1026.2,342.0
1950-05-04,11.1,5.9,17.0,23.5,0.0,349.0,7.7,,1026.8,564.0
1950-05-05,8.8,8.0,11.5,8.9,0.0,321.0,5.2,,1027.3,138.0
1950-05-06,10.7,2.0,17.3,0.0,0.0,4.0,0.3,,1028.2,690.0
1950-05-07,13.0,6.0,18.8,0.0,0.0,9.0,6.5,,1026.4,600.0
1950-05-08,11.2,5.0,15.6,0.0,0.0,10.0,3.7,,1025.9,300.0
1950-05-09,17.2,5.5,22.9,0.0,0.0,33.0,10.2,,1025.9,540.0
1950-05-10,18.0,15.1,22.4,0.0,0.0,29.0,22.2,,1027.6,684.0
1950-05-11,16.9,11.6,21.5,0.0,0.0,35.0,18.3,,1030.8,852.0
1950-05-12,18.2,11.0,23.9,0.0,0.0,39.0,10.7,,1029.4,834.0
1950-05-13,19.6,8.1,23.9,0.0,0.0,43.0,11.1,,1025.3,840.0
1950-05-14,17.8,8.4,23.5,0.0,0.0,46.0,7.8,,1022.3,822.0
1950-05-15,14.7,11.5,20.2,0.0,0.0,356.0,8.4,,1022.5,810.0
1950-05-16,13.8,4.9,19.5,0.0,0.0,20.0,7.4,,1020.4,822.0
1950-05-17,14.6,5.3,20.8,19.9,0.0,101.0,6.6,,1013.9,510.0
1950-05-18,15.6,12.7,19.7,0.9,0.0,191.0,9.4,,1010.6,258.0
1950-05-19,13.7,11.6,18.5,0.1,0.0,201.0,9.1,,1019.6,270.0
1950-05-20,17.4,11.2,24.3,0.0,0.0,92.0,5.7,,1022.3,90.0
1950-05-21,20.2,11.8,25.6,0.0,0.0,18.0,3.1,,1021.5,270.0
1950-05-22,17.9,14.8,22.9,1.3,0.0,335.0,3.2,,1024.7,246.0
1950-05-23,19.5,13.0,26.1,0.1,0.0,17.0,4.6,,1023.3,408.0
1950-05-24,17.0,13.3,22.8,0.0,0.0,292.0,9.2,,1024.0,648.0
1950-05-25,19.2,13.0,25.9,12.8,0.0,29.0,9.1,,1023.2,480.0
1950-05-26,14.1,12.6,19.4,10.7,0.0,242.0,7.2,,1020.1,198.0
1950-05-27,13.4,10.5,16.6,7.1,0.0,231.0,8.9,,1020.5,192.0
1950-05-28,10.5,9.0,16.1,2.7,0.0,257.0,11.8,,1025.4,360.0
1950-05-29,14.4,4.8,19.6,0.0,0.0,247.0,6.1,,1034.8,822.0
1950-05-30,16.7,9.4,21.5,0.0,0.0,328.0,2.4,,1032.1,726.0
1950-05-31,16.8,10.6,20.9,0.0,0.0,21.0,8.2,,1030.6,354.0
1950-06-01,17.1,11.8,22.0,0.0,0.0,43.0,13.2,,1030.1,840.0
1950-06-02,17.2,10.2,24.3,0.0,0.0,38.0,8.0,,1030.3,852.0
1950-06-03,19.1,9.4,26.1,0.0,0.0,42.0,6.1,,1031.0,876.0
1950-06-04,21.1,10.5,28.5,0.0,0.0,12.0,4.7,,1031.9,894.0
1950-06-05,22.3,13.0,29.9,0.0,0.0,16.0,5.1,,1032.5,840.0
1950-06-06,23.5,11.8,30.2,0.0,0.0,31.0,3.8,,1031.1,834.0
1950-06-07,22.8,13.4,31.4,0.0,0.0,5.0,2.0,,1029.2,840.0
1950-06-08,23.1,13.8,31.2,1.7,0.0,329.0,6.3,,1023.1,660.0
1950-06-09,18.0,14.7,23.6,0.0,0.0,334.0,8.7,,1022.5,564.0
1950-06-10,17.8,9.0,22.4,0.0,0.0,355.0,7.9,,1028.3,816.0
1950-06-11,19.2,9.2,23.4,0.0,0.0,21.0,9.6,,1031.2,876.0
1950-06-12,21.2,12.8,26.2,0.0,0.0,37.0,12.8,,1028.1,894.0
1950-06-13,20.0,16.2,25.2,1.4,0.0,30.0,6.5,,1022.4,246.0
1950-06-14,18.0,15.2,22.9,1.4,0.0,254.0,8.9,,1020.1,324.0
1950-06-15,18.7,14.0,26.0,3.5,0.0,190.0,6.7,,1020.1,354.0
1950-06-16,17.9,14.2,23.0,0.1,0.0,35.0,3.9,,1018.9,168.0
1950-06-17,18.0,12.3,23.1,0.0,0.0,8.0,2.5,,1020.1,384.0
1950-06-18,19.3,14.3,24.5,0.0,0.0,323.0,5.3,,1023.8,738.0
1950-06-19,20.0,11.2,25.7,0.0,0.0,320.0,4.7,,1026.5,648.0
1950-06-20,20.0,11.4,29.1,9.7,0.0,26.0,5.8,,1021.5,690.0
1950-06-21,16.8,15.2,20.3,5.2,0.0,189.0,7.4,,1016.1,132.0
1950-06-22,14.2,10.6,18.8,2.9,0.0,232.0,12.9,,1022.0,486.0
1950-06-23,14.5,11.5,18.6,3.2,0.0,257.0,11.7,,1022.4,216.0
1950-06-24,16.0,8.2,20.7,0.0,0.0,267.0,8.7,,1028.0,738.0
1950-06-25,16.1,12.6,22.0,15.9,0.0,358.0,3.8,,1026.9,132.0
1950-06-26,19.0,11.5,23.0,0.0,0.0,283.0,5.6,,1031.1,378.0
1950-06-27,20.6,16.6,23.5,0.0,0.0,272.0,8.7,,1030.1,396.0
1950-06-28,20.9,17.0,26.1,0.0,0.0,256.0,8.6,,1028.8,492.0
1950-06-29,24.4,14.5,30.5,0.0,0.0,271.0,4.8,,1025.5,870.0
1950-06-30,24.4,17.6,32.5,4.0,0.0,321.0,7.7,,1022.5,564.0
1950-07-01,21.6,15.8,26.1,0.0,0.0,325.0,5.8,,1026.7,666.0
1950-07-02,22.0,13.5,27.1,0.0,0.0,14.0,4.9,,1023.6,636.0
1950-07-03,26.2,17.5,31.4,0.0,0.0,56.0,9.4,,1020.0,480.0
1950-07-04,27.2,18.5,32.6,1.8,0.0,314.0,6.3,,1020.3,840.0
1950-07-05,20.7,17.5,28.0,2.5,0.0,257.0,12.5,,1020.0,264.0
1950-07-06,19.7,16.0,25.7,7.4,0.0,294.0,6.9,,1021.3,402.0
1950-07-07,17.8,13.9,21.6,3.3,0.0,285.0,8.0,,1022.9,204.0
1950-07-08,19.6,15.4,24.4,0.0,0.0,317.0,5.3,,1029.7,534.0
1950-07-09,23.0,12.4,29.1,0.0,0.0,47.0,5.0,,1025.2,882.0
1950-07-10,18.0,15.3,22.3,0.0,0.0,281.0,9.7,,1022.6,372.0
1950-07-11,17.0,12.2,22.3,2.6,0.0,248.0,11.4,,1020.7,378.0
1950-07-12,17.8,12.4,21.0,0.0,0.0,266.0,11.1,,1023.4,450.0
1950-07-13,18.6,10.0,23.9,0.0,0.0,24.0,7.8,,1024.7,774.0
1950-07-14,17.6,14.3,24.3,10.7,0.0,27.0,9.1,,1020.3,228.0
1950-07-15,18.3,14.3,23.4,0.0,0.0,295.0,5.9,,1024.6,852.0
1950-07-16,21.3,10.4,27.8,0.2,0.0,159.0,7.5,,1020.2,804.0
1950-07-17,18.2,13.2,24.3,0.0,0.0,288.0,7.4,,1025.3,576.0
1950-07-18,20.2,11.0,25.6,0.0,0.0,294.0,7.0,,1030.9,702.0
1950-07-19,21.2,14.5,26.1,0.0,0.0,318.0,5.7,,1031.8,468.0
1950-07-20,22.3,17.0,27.9,0.0,0.0,20.0,6.8,,1028.3,564.0
1950-07-21,25.5,15.0,32.4,0.0,0.0,37.0,7.2,,1021.7,774.0
1950-07-22,22.2,17.4,28.2,34.2,0.0,29.0,7.7,,1020.7,336.0
1950-07-23,18.0,15.4,23.0,9.8,0.0,221.0,8.8,,1016.8,288.0
1950-07-24,17.4,14.0,20.9,0.3,0.0,240.0,15.4,,1023.4,396.0
1950-07-25,19.1,11.4,24.7,0.0,0.0,252.0,4.3,,1026.2,624.0
1950-07-26,22.2,15.4,27.6,3.6,0.0,340.0,4.7,,1023.5,390.0
1950-07-27,17.7,15.4,23.1,1.1,0.0,345.0,8.9,,1024.6,588.0
1950-07-28,19.8,8.9,24.3,0.0,0.0,26.0,7.3,,1023.8,528.0
1950-07-29,18.8,14.0,23.1,0.0,0.0,339.0,8.3,,1023.8,666.0
1950-07-30,18.0,10.5,22.8,0.0,0.0,14.0,3.2,,1025.8,438.0
1950-07-31,17.6,12.7,20.2,0.4,0.0,345.0,2.7,,1020.7,102.0
1950-08-01,19.2,14.3,24.7,2.8,0.0,336.0,4.6,,1019.9,480.0
1950-08-02,15.7,13.2,22.5,19.8,0.0,289.0,7.8,,1016.3,288.0
1950-08-03,13.5,10.5,18.0,17.7,0.0,230.0,8.1,,1016.7,258.0
1950-08-04,16.4,11.5,21.2,0.4,0.0,276.0,11.5,,1018.5,282.0
1950-08-05,18.3,13.4,23.9,0.0,0.0,1.0,6.2,,1025.4,708.0
1950-08-06,18.3,10.8,24.5,0.0,0.0,43.0,6.4,,1024.5,816.0
1950-08-07,18.8,11.4,24.1,0.0,0.0,53.0,7.8,,1020.4,768.0
1950-08-08,18.5,10.0,25.5,0.0,0.0,24.0,2.6,,1020.2,738.0
1950-08-09,20.0,9.9,28.3,0.0,0.0,21.0,2.5,,1022.1,780.0
1950-08-10,22.9,11.6,30.2,4.8,0.0,21.0,6.0,,1023.1,762.0
1950-08-11,16.3,14.8,22.0,0.5,0.0,356.0,5.7,,1030.4,60.0
1950-08-12,18.4,11.2,23.8,0.0,0.0,13.0,3.2,,1029.0,558.0
1950-08-13,19.6,12.0,24.6,0.5,0.0,323.0,4.1,,1025.6,348.0
1950-08-14,19.0,15.0,23.6,0.0,0.0,349.0,5.4,,1025.5,558.0
1950-08-15,19.4,11.0,25.6,0.0,0.0,9.0,0.8,,1024.1,786.0
1950-08-16,17.4,11.8,21.3,0.7,0.0,327.0,4.5,,1017.8,90.0
1950-08-17,17.3,14.9,20.9,5.4,0.0,133.0,3.3,,1015.0,42.0
1950-08-18,13.6,12.0,18.9,0.7,0.0,236.0,9.3,,1017.9,348.0
1950-08-19,15.1,6.6,21.5,0.1,0.0,26.0,2.4,,1025.7,414.0
1950-08-20,17.2,10.3,25.1,0.0,0.0,71.0,3.1,,1029.5,690.0
1950-08-21,20.1,10.0,28.7,0.0,0.0,51.0,3.9,,1028.1,762.0
1950-08-22,22.0,12.6,29.6,0.0,0.0,41.0,3.7,,1025.9,420.0
1950-08-23,24.2,14.6,33.0,4.6,0.0,97.0,5.6,,1022.6,522.0
1950-08-24,20.4,14.6,25.3,0.2,0.0,196.0,5.8,,1022.7,108.0
1950-08-25,19.6,17.0,24.1,0.0,0.0,342.0,2.6,,1025.2,288.0
1950-08-26,20.2,13.8,28.6,1.2,0.0,211.0,6.1,,1020.4,324.0
1950-08-27,18.0,13.1,24.2,0.0,0.0,5.0,2.2,,1022.2,306.0
1950-08-28,21.0,15.2,27.2,12.1,0.0,3.0,3.7,,1018.6,462.0
1950-08-29,16.2,13.7,21.1,0.0,0.0,252.0,20.0,,1025.1,708.0
1950-08-30,16.5,9.8,23.1,0.0,0.0,319.0,3.3,,1028.8,678.0
1950-08-31,18.8,11.4,24.9,0.0,0.0,46.0,6.9,,1020.0,516.0
1950-09-01,18.2,15.0,22.3,0.0,0.0,44.0,11.7,,1016.9,156.0
1950-09-02,15.3,10.7,20.5,0.6,0.0,319.0,4.5,,1020.5,186.0
1950-09-03,14.4,10.2,18.6,0.0,0.0,270.0,18.3,,1024.0,432.0
1950-09-04,14.1,10.7,17.0,3.1,0.0,235.0,6.0,,1024.1,12.0
1950-09-05,17.5,14.6,20.4,0.9,0.0,302.0,3.2,,1024.0,48.0
1950-09-06,16.8,15.0,20.4,0.6,0.0,285.0,4.5,,1022.2,138.0
1950-09-07,15.5,13.5,18.0,2.5,0.0,229.0,15.2,,1018.4,0.0
1950-09-08,13.2,6.7,17.6,1.7,0.0,273.0,10.6,,1025.9,0.0
1950-09-09,14.2,11.7,15.0,8.0,0.0,198.0,8.7,,1024.8,0.0
1950-09-10,18.1,14.9,22.2,0.0,0.0,235.0,11.9,,1023.8,0.0
1950-09-11,18.3,12.5,23.5,0.0,0.0,266.0,5.6,,1024.3,0.0
1950-09-12,16.0,14.7,18.0,0.0,0.0,259.0,16.6,,1027.8,0.0
1950-09-13,14.1,12.2,19.8,0.0,0.0,78.0,5.7,,1027.1,0.0
1950-09-14,18.0,9.0,24.8,1.3,0.0,308.0,5.1,,1020.1,0.0
1950-09-15,14.9,13.2,19.8,12.6,0.0,172.0,12.3,,1012.6,0.0
1950-09-16,12.9,11.6,15.0,0.5,0.0,234.0,12.7,,1022.2,0.0
1950-09-17,11.8,7.5,16.9,0.0,0.0,159.0,10.3,,1023.0,0.0
1950-09-18,11.5,7.0,16.5,0.2,0.0,196.0,10.0,,1024.3,0.0
1950-09-19,11.8,7.6,15.5,0.8,0.0,241.0,9.8,,1021.9,0.0
1950-09-20,11.9,10.2,16.5,4.9,0.0,211.0,10.3,,1015.4,0.0
1950-09-21,11.1,9.3,15.1,7.3,0.0,239.0,10.2,,1016.5,0.0
1950-09-22,12.0,9.0,15.0,2.1,0.0,238.0,19.1,,1026.7,0.0
1950-09-23,11.6,6.9,15.1,1.3,0.0,256.0,17.5,,1030.5,0.0
1950-09-24,12.9,10.5,14.6,0.5,0.0,228.0,8.8,,1025.6,0.0
1950-09-25,14.2,7.5,20.1,4.3,0.0,162.0,11.0,,1014.4,0.0
1950-09-26,12.2,11.0,15.8,0.1,0.0,196.0,9.3,,1017.8,0.0
1950-09-27,11.1,7.2,14.3,0.1,0.0,266.0,8.0,,1030.0,0.0
1950-09-28,11.2,5.1,14.4,0.0,0.0,227.0,10.6,,1029.6,0.0
1950-09-29,12.7,11.3,15.4,0.0,0.0,181.0,9.3,,1025.4,0.0
1950-09-30,14.4,10.0,18.5,1.0,0.0,91.0,9.3,,1018.8,0.0
1950-10-01,13.0,11.6,17.5,0.0,0.0,184.0,14.2,,1017.6,210.0
1950-10-02,12.0,10.2,14.8,5.2,0.0,202.0,17.6,,1023.2,18.0
1950-10-03,11.4,9.4,16.0,0.0,0.0,252.0,18.1,,1030.5,300.0
1950-10-04,8.9,4.4,16.9,0.0,0.0,58.0,3.8,,1034.3,264.0
1950-10-05,8.9,3.2,16.3,0.0,0.0,21.0,2.3,,1032.5,276.0
1950-10-06,8.0,4.5,11.9,0.0,0.0,328.0,2.7,,1029.9,0.0
1950-10-07,13.6,7.0,19.4,0.0,0.0,336.0,3.7,,1027.9,120.0
1950-10-08,13.3,8.0,18.0,0.2,0.0,241.0,10.4,,1023.5,198.0
1950-10-09,12.3,10.6,14.3,0.6,0.0,320.0,4.3,,1025.9,18.0
1950-10-10,12.5,8.2,14.3,2.4,0.0,182.0,5.1,,1024.6,0.0
1950-10-11,9.4,6.0,14.6,0.2,0.0,277.0,17.4,,1034.4,288.0
1950-10-12,8.9,1.2,15.0,0.0,0.0,266.0,6.6,,1041.8,516.0
1950-10-13,8.8,2.9,17.3,0.0,0.0,48.0,5.0,,1033.3,480.0
1950-10-14,9.2,3.3,16.6,0.0,0.0,6.0,2.6,,1027.1,354.0
1950-10-15,9.6,5.2,11.3,0.3,0.0,330.0,3.5,,1027.1,0.0
1950-10-16,12.1,7.6,14.5,3.0,0.0,324.0,3.2,,1029.2,0.0
1950-10-17,12.9,11.6,16.0,1.1,0.0,258.0,11.3,,1029.5,90.0
1950-10-18,12.4,9.8,15.6,0.0,0.0,269.0,16.1,,1030.9,216.0
1950-10-19,13.8,10.0,17.2,0.0,0.0,300.0,10.9,,1032.4,84.0
1950-10-20,11.4,9.8,16.4,0.0,0.0,335.0,5.6,,1031.8,204.0
1950-10-21,8.4,7.1,11.9,0.0,0.0,37.0,16.3,,1034.1,444.0
1950-10-22,7.6,4.0,11.9,0.0,0.0,59.0,18.5,,1033.7,438.0
1950-10-23,7.7,4.0,9.2,0.0,0.0,41.0,18.3,,1031.3,60.0
1950-10-24,7.0,5.6,11.5,0.0,0.0,40.0,18.3,,1025.7,264.0
1950-10-25,5.0,0.0,9.0,0.0,0.0,14.0,21.3,,1023.4,480.0
1950-10-26,3.6,2.0,6.4,0.5,0.0,22.0,27.5,,1024.5,420.0
1950-10-27,0.5,-0.5,2.5,0.5,20.0,341.0,5.8,,1024.0,0.0
1950-10-28,2.6,-0.8,4.8,0.0,0.0,261.0,10.7,,1022.6,84.0
1950-10-29,1.2,-1.0,7.2,0.0,0.0,140.0,8.3,,1024.9,138.0
1950-10-30,-0.2,-2.8,6.1,0.0,0.0,45.0,3.7,,1029.8,402.0
1950-10-31,-0.8,-5.4,6.0,0.0,0.0,15.0,4.0,,1032.8,300.0
1950-11-01,0.5,-4.6,4.0,0.0,0.0,54.0,11.9,,1030.2,0.0
1950-11-02,1.2,-2.3,2.0,14.2,0.0,53.0,5.4,,1023.2,0.0
1950-11-03,5.2,2.0,8.8,24.4,0.0,244.0,25.9,,1001.8,0.0
1950-11-04,5.2,3.6,6.0,0.0,0.0,355.0,13.8,,1016.4,0.0
